/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_28_946.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_28_946.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_28_946.jpg,0,0,0,5.589747E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_013.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_013.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_013.jpg,0,0,0,5.468601E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_090.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_090.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_090.jpg,0,0,0,5.356326E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_161.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_161.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_161.jpg,0,0,0,5.318609E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_230.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_230.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_230.jpg,0,0,0,5.357713E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_306.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_306.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_306.jpg,0,0,0,5.368596E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_374.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_374.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_374.jpg,0,0,0,5.344953E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_444.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_444.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_444.jpg,0,0,0,5.41882E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_512.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_512.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_512.jpg,0,0,0,5.481346E-05
/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/center_2017_09_10_12_08_29_590.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/left_2017_09_10_12_08_29_590.jpg,/Users/ggcstaff/CarND-Term1-Starter-Kit/CarND-Behavioral-Cloning-P3/data/dataCW/IMG/right_2017_09_10_12_08_29_590.jpg,0,0,0,5.334679E-05
